config,N,M,eer_mean,eer_std
A4_arcface,3,3,0.002424242424242424,0.0024618298195866546
A4_arcface,3,5,0.005757575757575755,0.0092610344181431
A4_arcface,3,10,0.00030303030303030303,0.0006060606060606061
A4_arcface,5,1,0.01727272727272726,0.0007422696190252052
A4_arcface,5,3,0.002121212121212121,0.00205525151003796
A4_arcface,5,5,0.005757575757575755,0.0092610344181431
A4_arcface,5,10,0.0006060606060606061,0.0012121212121212121
A4_arcface,10,1,0.01727272727272726,0.0007422696190252052
A4_arcface,10,3,0.002424242424242424,0.0024618298195866546
A4_arcface,10,5,0.005757575757575755,0.0092610344181431
A4_arcface,10,10,0.0006060606060606061,0.0012121212121212121
A5_softmax,1,1,0.024242424242424232,0.020260017758117296
A5_softmax,1,3,0.004242424242424243,0.0024242424242424242
A5_softmax,1,5,0.006060606060606058,0.010004590314678284
A5_softmax,1,10,0.0024242424242424242,0.0024618298195866546
A5_softmax,3,1,0.018484848484848476,0.012618583523428486
A5_softmax,3,3,0.0009090909090909091,0.0007422696190252055
A5_softmax,3,5,0.0012121212121212121,0.001766955119650091
A5_softmax,3,10,0.0009090909090909091,0.0007422696190252055
A5_softmax,5,1,0.01151515151515151,0.010435863853165183
A5_softmax,5,3,0.0009090909090909091,0.0018181818181818182
A5_softmax,5,5,0.0015151515151515152,0.0030303030303030303
A5_softmax,5,10,0.0009090909090909091,0.0018181818181818182
A5_softmax,10,1,0.015757575757575748,0.01056702774191678
A5_softmax,10,3,0.0006060606060606061,0.0007422696190252055
A5_softmax,10,5,0.004545454545454543,0.009090909090909085
A5_softmax,10,10,0.0006060606060606061,0.0012121212121212121
A5_arcface,1,1,0.013636363636363632,0.01450119528970351
A5_arcface,1,3,0.015454545454545447,0.012211782836127196
A5_arcface,1,5,0.004848484848484846,0.005538080873483954
A5_arcface,1,10,0.009393939393939389,0.009649505047327665
A5_arcface,3,1,0.011212121212121206,0.010824588545146509
A5_arcface,3,3,0.014545454545454537,0.010739421301011721
A5_arcface,3,5,0.005151515151515148,0.005300865358950268
A5_arcface,3,10,0.009090909090909085,0.00914127462363536
A5_arcface,5,1,0.013030303030303022,0.012949006435891806
A5_arcface,5,3,0.012121212121212116,0.01185309528218663
A5_arcface,5,5,0.005151515151515148,0.005386784495342776
A5_arcface,5,10,0.009393939393939389,0.009649505047327665
A5_arcface,10,1,0.011818181818181814,0.012098463501622497
A5_arcface,10,3,0.01151515151515151,0.01078208901494375
A5_arcface,10,5,0.004848484848484846,0.005369710650505858
A5_arcface,10,10,0.009090909090909085,0.00914127462363536
